NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443	LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443	Details ...	136	0.8010384	2.0010455	0.0	0.0	0.0	1979	tags=63%, list=11%, signal=70%	
ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME%R-HSA-2029485.3	ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME%R-HSA-2029485.3	Details ...	74	0.8213289	2.0010176	0.0	0.0	0.0	1978	tags=72%, list=11%, signal=80%	
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	Details ...	87	0.8121045	2.0009675	0.0	0.0	0.0	1682	tags=57%, list=9%, signal=63%	
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	Details ...	114	0.8038869	1.9935614	0.0	0.0	0.0	1979	tags=68%, list=11%, signal=75%	
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	Details ...	73	0.8177723	1.9824322	0.0	0.0	0.0	1978	tags=74%, list=11%, signal=83%	
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.3	FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.3	Details ...	71	0.81814885	1.9822475	0.0	0.0	0.0	2104	tags=76%, list=11%, signal=86%	
SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.3	SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.3	Details ...	57	0.83580756	1.9821353	0.0	0.0	0.0	2327	tags=86%, list=13%, signal=98%	
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	Details ...	76	0.82024395	1.9774909	0.0	0.0	0.0	1979	tags=75%, list=11%, signal=84%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		98	0.8034867	1.9766036	0.0	0.0	0.0	1682	tags=56%, list=9%, signal=61%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		55	0.8180468	1.9677489	0.0	0.0	0.0	1347	tags=64%, list=7%, signal=68%	
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449		118	0.80327994	1.9656007	0.0	0.0	0.0	1979	tags=66%, list=11%, signal=74%	
PD-1 SIGNALING%REACTOME%R-HSA-389948.6	PD-1 SIGNALING%REACTOME%R-HSA-389948.6		22	0.8844944	1.9644128	0.0	0.0	0.0	1653	tags=91%, list=9%, signal=100%	
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853		44	0.8255539	1.9531491	0.0	0.0	0.0	2327	tags=75%, list=13%, signal=86%	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY		47	0.81535953	1.9524044	0.0	0.0	0.0	1347	tags=62%, list=7%, signal=66%	
TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 91%202430	TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 91%202430		18	0.8913993	1.9511778	0.0	0.0	0.0	1653	tags=94%, list=9%, signal=104%	
T CELL ACTIVATION%GOBP%GO:0042110	T CELL ACTIVATION%GOBP%GO:0042110		164	0.7742205	1.9501092	0.0	0.0	0.0	1640	tags=52%, list=9%, signal=56%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884		37	0.83418757	1.9499424	0.0	0.0	0.0	1161	tags=62%, list=6%, signal=66%	
POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102	POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102		62	0.809158	1.9473338	0.0	0.0	0.0	1682	tags=60%, list=9%, signal=65%	
PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.8	PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.8		21	0.8804128	1.9469506	0.0	0.0	0.0	1653	tags=90%, list=9%, signal=99%	
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944		140	0.77890354	1.9464809	0.0	0.0	0.0	1575	tags=53%, list=9%, signal=57%	
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670		139	0.7775402	1.9434001	0.0	0.0	0.0	1575	tags=53%, list=9%, signal=57%	
PARASITE INFECTION%REACTOME DATABASE ID RELEASE 91%9664407	PARASITE INFECTION%REACTOME DATABASE ID RELEASE 91%9664407		105	0.7852157	1.9421139	0.0	0.0	0.0	1978	tags=67%, list=11%, signal=74%	
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.4	ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.4		57	0.8147876	1.941009	0.0	0.0	0.0	1978	tags=79%, list=11%, signal=88%	
REGULATION OF CELL KILLING%GOBP%GO:0031341	REGULATION OF CELL KILLING%GOBP%GO:0031341		69	0.8011647	1.9409817	0.0	0.0	0.0	2000	tags=64%, list=11%, signal=71%	
FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME%R-HSA-9664422.2	FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME%R-HSA-9664422.2		105	0.7852157	1.9377967	0.0	0.0	0.0	1978	tags=67%, list=11%, signal=74%	
MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674	MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674		64	0.79898983	1.9361479	0.0	0.0	0.0	2476	tags=63%, list=14%, signal=72%	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING		69	0.79900783	1.935244	0.0	0.0	0.0	2575	tags=74%, list=14%, signal=86%	
POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343	POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343		43	0.8124865	1.9320327	0.0	0.0	0.0	1161	tags=56%, list=6%, signal=59%	
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663		157	0.7717661	1.9305952	0.0	0.0	0.0	1575	tags=51%, list=9%, signal=55%	
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 91%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 91%983695		77	0.79047513	1.9304109	0.0	0.0	0.0	1978	tags=71%, list=11%, signal=80%	
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20250210%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20250210%WP3937%HOMO SAPIENS		27	0.8486463	1.9291677	0.0	0.0	0.0	1561	tags=59%, list=9%, signal=65%	
LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.2	LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.2		105	0.7852157	1.9276782	0.0	0.0	0.0	1978	tags=67%, list=11%, signal=74%	
DOWNSTREAM SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DOWNSTREAM SIGNALING IN NAIVE CD8+ T CELLS	DOWNSTREAM SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DOWNSTREAM SIGNALING IN NAIVE CD8+ T CELLS		48	0.8099272	1.9272531	0.0	0.0	0.0	1195	tags=54%, list=7%, signal=58%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		63	0.80443	1.9252378	0.0	0.0	0.0	1766	tags=62%, list=10%, signal=68%	
REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME%R-HSA-2029482.4	REGULATION OF ACTIN DYNAMICS FOR PHAGOCYTIC CUP FORMATION%REACTOME%R-HSA-2029482.4		108	0.7790421	1.9234704	0.0	0.0	0.0	1978	tags=65%, list=11%, signal=72%	
LYMPHOCYTE MIGRATION%GOBP%GO:0072676	LYMPHOCYTE MIGRATION%GOBP%GO:0072676		36	0.82484806	1.9222594	0.0	0.0	0.0	2476	tags=69%, list=14%, signal=80%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478		33	0.83075464	1.9199095	0.0	0.0	0.0	1161	tags=61%, list=6%, signal=65%	
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715		33	0.8388834	1.9176027	0.0	0.0	0.0	1044	tags=61%, list=6%, signal=64%	
FCGR3A-MEDIATED IL10 SYNTHESIS%REACTOME DATABASE ID RELEASE 91%9664323	FCGR3A-MEDIATED IL10 SYNTHESIS%REACTOME DATABASE ID RELEASE 91%9664323		82	0.7922784	1.9139225	0.0	0.0	0.0	1978	tags=67%, list=11%, signal=75%	
REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888	REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888		38	0.82251555	1.9098747	0.0	0.0	0.0	1546	tags=58%, list=8%, signal=63%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886		25	0.84315723	1.9094573	0.0	0.0	0.0	1653	tags=64%, list=9%, signal=70%	
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.3	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.3		82	0.77867854	1.9081	0.0	0.0	0.0	2327	tags=67%, list=13%, signal=76%	
REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651		66	0.79297864	1.9066052	0.0	0.0	0.0	1476	tags=56%, list=8%, signal=61%	
CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 91%380108	CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 91%380108		38	0.81773156	1.9051175	0.0	0.0	0.0	1903	tags=74%, list=10%, signal=82%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495		27	0.83545107	1.9050918	0.0	0.0	0.0	1161	tags=59%, list=6%, signal=63%	
FCERI MEDIATED MAPK ACTIVATION%REACTOME%R-HSA-2871796.4	FCERI MEDIATED MAPK ACTIVATION%REACTOME%R-HSA-2871796.4		71	0.7866979	1.9044639	0.0	0.0	0.0	1978	tags=69%, list=11%, signal=77%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504		28	0.824235	1.9042958	0.0	0.0	0.0	1879	tags=64%, list=10%, signal=72%	
REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649	REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649		75	0.7799975	1.9032321	0.0	0.0	0.0	2575	tags=65%, list=14%, signal=76%	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002820	NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002820		39	0.8095735	1.902932	0.0	0.0	0.0	2487	tags=72%, list=14%, signal=83%	
PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501	PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501		19	0.87165225	1.9015969	0.0	0.0	0.0	1653	tags=84%, list=9%, signal=92%	
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002704	NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002704		45	0.8017762	1.9012587	0.0	0.0	0.0	1044	tags=58%, list=6%, signal=61%	
EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20250210%WP5218%HOMO SAPIENS	EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20250210%WP5218%HOMO SAPIENS		51	0.79276794	1.9004235	0.0	0.0	0.0	1789	tags=63%, list=10%, signal=69%	
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851	ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851		125	0.76329947	1.89975	0.0	0.0	0.0	2382	tags=62%, list=13%, signal=70%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5		33	0.81683934	1.898304	0.0	0.0	0.0	1683	tags=73%, list=9%, signal=80%	
REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914	REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914		33	0.81799364	1.8975521	0.0	0.0	0.0	1979	tags=70%, list=11%, signal=78%	
POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890	POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890		26	0.84128654	1.8946524	0.0	0.0	0.0	1546	tags=54%, list=8%, signal=59%	
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269		31	0.82604	1.8927215	0.0	0.0	0.0	1044	tags=58%, list=6%, signal=61%	
RESPIRATORY BURST%GOBP%GO:0045730	RESPIRATORY BURST%GOBP%GO:0045730		19	0.86704206	1.8923817	0.0	0.0	0.0	1564	tags=79%, list=9%, signal=86%	
POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912	POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912		41	0.81145096	1.8909163	0.0	0.0	0.0	1161	tags=56%, list=6%, signal=60%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883		22	0.8495305	1.890855	0.0	0.0	0.0	1979	tags=77%, list=11%, signal=87%	
MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396	MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396		19	0.87165225	1.8908226	0.0	0.0	0.0	1653	tags=84%, list=9%, signal=92%	
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE		163	0.756736	1.8906959	0.0	0.0	0.0	2560	tags=67%, list=14%, signal=78%	
LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0048247	LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0048247		18	0.87098265	1.8878176	0.0	0.0	0.0	1606	tags=67%, list=9%, signal=73%	
MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002444	MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002444		29	0.8244183	1.8877348	0.0	0.0	0.0	1474	tags=59%, list=8%, signal=64%	
CELLULAR RESPONSE TO TYPE II INTERFERON%GOBP%GO:0071346	CELLULAR RESPONSE TO TYPE II INTERFERON%GOBP%GO:0071346		42	0.8082401	1.8862962	0.0	0.0	0.0	1770	tags=62%, list=10%, signal=68%	
T CELL SELECTION%GOBP%GO:0045058	T CELL SELECTION%GOBP%GO:0045058		25	0.8306837	1.8862251	0.0	0.0	0.0	758	tags=56%, list=4%, signal=58%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002		55	0.78767395	1.8856857	0.0	0.0	0.0	1653	tags=56%, list=9%, signal=62%	
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652		75	0.7770193	1.8840933	0.0	0.0	0.0	1476	tags=53%, list=8%, signal=58%	
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY		24	0.82697856	1.8822051	0.0	0.0	0.0	1483	tags=67%, list=8%, signal=72%	
IL12 SIGNALING MEDIATED BY STAT4%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12 SIGNALING MEDIATED BY STAT4	IL12 SIGNALING MEDIATED BY STAT4%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12 SIGNALING MEDIATED BY STAT4		26	0.83798045	1.8816926	0.0	0.0	0.0	1483	tags=69%, list=8%, signal=75%	
NEGATIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050858	NEGATIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050858		31	0.8123796	1.8815662	0.0	0.0	0.0	1686	tags=61%, list=9%, signal=67%	
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864		81	0.7642365	1.8814881	0.0	0.0	0.0	1546	tags=47%, list=8%, signal=51%	
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5		35	0.8068418	1.8776599	0.0	0.0	0.0	3085	tags=89%, list=17%, signal=106%	
CELL KILLING%GOBP%GO:0001906	CELL KILLING%GOBP%GO:0001906		57	0.7867543	1.8773774	0.0	0.0	0.0	1363	tags=51%, list=7%, signal=55%	
LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:0007159	LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:0007159		45	0.7882329	1.8773677	0.0	0.0	0.0	1488	tags=53%, list=8%, signal=58%	
ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631	ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631		55	0.7845819	1.8765124	0.0	0.0	0.0	1252	tags=53%, list=7%, signal=56%	
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968		38	0.7971894	1.8761505	0.0	0.0	0.0	1497	tags=61%, list=8%, signal=66%	
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250	NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250		97	0.7596259	1.8760997	0.0	0.0	0.0	2487	tags=58%, list=14%, signal=66%	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002823	NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002823		35	0.8090588	1.8757721	0.0	0.0	0.0	2487	tags=71%, list=14%, signal=82%	
POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0002230	POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0002230		25	0.8331635	1.8752578	0.0	0.0	0.0	1066	tags=52%, list=6%, signal=55%	
LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.2	LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.2		116	0.7534593	1.8734083	0.0	0.0	0.0	2096	tags=58%, list=11%, signal=65%	
RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341	RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341		61	0.78165793	1.8723444	0.0	0.0	0.0	1770	tags=57%, list=10%, signal=63%	
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698		75	0.7683978	1.8723279	0.0	0.0	0.0	2487	tags=63%, list=14%, signal=72%	
FCGAMMA RECEPTOR (FCGR) DEPENDENT PHAGOCYTOSIS%REACTOME%R-HSA-2029480.3	FCGAMMA RECEPTOR (FCGR) DEPENDENT PHAGOCYTOSIS%REACTOME%R-HSA-2029480.3		132	0.75157684	1.8704642	0.0	0.0	0.0	1978	tags=57%, list=11%, signal=63%	
PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY		43	0.7944762	1.8681066	0.0	0.0	0.0	1195	tags=53%, list=7%, signal=57%	
